ID,Program Name,Link,Program Type,Project Name,Recipient Region (if applicable),MEA Award,Total Project Cost,Sector,Capacity,Capacity Units,Electricity Reduction (kWh),Technology,CO2 Emissions Reductions (metric tons),Date,Notes,Legislative District,Congressional District,County
RCEGP002509,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,38900,Residential,6,ton,,Geothermal,2.81259,04-11-2011 00:00,,,,
RCEGP002510,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,21999.5,Residential,3,ton,,Geothermal,1.406295,08/24/2009 12:00:00 AM,,,,
RCEGP002511,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,50184,Residential,9.84,kW,,Solar PV,5.84496,06-11-2013 00:00,,,,
RCEGP002512,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,8500,Residential,64,sqft,,Solar Hot Water,1.71072,07/17/2009 12:00:00 AM,,,,
RCEGP002513,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,30000,Residential,4,kW,,Solar PV,2.376,09/17/2013 12:00:00 AM,,,,
RCEGP002514,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,19193,Residential,4,ton,,Geothermal,1.87506,07-02-2009 00:00,,,,
RCEGP002515,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,42875,Residential,10.75,kW,,Solar PV,6.3855,05/29/2012 12:00:00 AM,,,,
RCEGP002516,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,3886.32,Residential,41000,BTUs/hr,,Wood Burning Stove,,12-01-2014 00:00,,,,
RCEGP002517,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2620,18036,Residential,2.16,kW,,Solar PV,1.28304,10-01-2010 00:00,,,,
RCEGP002518,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3307.5,34710,Residential,6.615,kW,,Solar PV,3.92931,01/17/2012 12:00:00 AM,,,,
RCEGP002519,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2364.09,7880.3,Residential,50,sqft,,Solar Hot Water,1.3365,07/17/2009 12:00:00 AM,,,,
RCEGP002520,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3075,22500,Residential,3.15,kW,,Solar PV,1.8711,11/15/2010 12:00:00 AM,,,,
RCEGP002521,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,27200,Residential,4,ton,,Geothermal,1.87506,02/19/2010 12:00:00 AM,,,,
RCEGP002522,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,9595,114753,Residential,19.19,kW,,Solar PV,11.39886,01/17/2012 12:00:00 AM,,,,
RCEGP002523,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,2577.4,Residential,40000,BTUs/hr,,Wood Burning Stove,,03-06-2014 00:00,,,,
RCEGP002524,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,31200,Residential,4,ton,,Geothermal,1.87506,01-12-2012 00:00,,,,
RCEGP002525,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2549.7,8499,Residential,50,sqft,,Solar Hot Water,1.3365,04/13/2009 12:00:00 AM,,,,
RCEGP002526,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,38660,Residential,5,ton,,Geothermal,2.343825,04/24/2014 12:00:00 AM,,,,
RCEGP002527,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,66864,Residential,13.44,kW,,Solar PV,7.98336,04/29/2013 12:00:00 AM,,,,
RCEGP002528,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,54333,Residential,16.2,kW,,Solar PV,9.6228,08/14/2014 12:00:00 AM,,,,
RCEGP002529,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,1442.43,Residential,40000,BTUs/hr,,Wood Burning Stove,,02-12-2014 00:00,,,,
RCEGP002530,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2377.8,7926,Residential,50,sqft,,Solar Hot Water,1.3365,07/17/2009 12:00:00 AM,,,,
RCEGP002531,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,32800,Residential,4,ton,,Geothermal,1.87506,11/30/2010 12:00:00 AM,,,,
RCEGP002532,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,12900,Residential,50,sqft,,Solar Hot Water,1.3365,11/15/2010 12:00:00 AM,,,,
RCEGP002533,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,44410,Residential,11.72,kW,,Solar PV,6.96168,02/20/2014 12:00:00 AM,,,,
RCEGP002534,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,5430.04,Residential,52000,BTUs/hr,,Wood Burning Stove,,03/26/2014 12:00:00 AM,,,,
RCEGP002535,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,3500,Residential,48,sqft,,Solar Hot Water,1.28304,09/22/2014 12:00:00 AM,,,,
RCEGP002536,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3607.5,55771.95,Residential,7.215,kW,,Solar PV,4.28571,02/16/2012 12:00:00 AM,,,,
RCEGP002537,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,38130,Residential,5,ton,,Geothermal,2.343825,06-11-2013 00:00,,,,
RCEGP002538,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,14300,Residential,81,sqft,,Solar Hot Water,2.16513,01/17/2012 12:00:00 AM,,,,
RCEGP002539,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,47000,Residential,15,kW,,Solar PV,8.91,06-04-2014 00:00,,,,
RCEGP002540,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,57850,Residential,14.4,kW,,Solar PV,8.5536,10-04-2012 00:00,,,,
RCEGP002541,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,54000,Residential,15.08,kW,,Solar PV,8.95752,04-03-2014 00:00,,,,
RCEGP002542,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,38739,Residential,10.29,kW,,Solar PV,6.11226,11-06-2014 00:00,,,,
RCEGP002543,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,17999,Residential,50,sqft,,Solar Hot Water,1.3365,03-11-2011 00:00,,,,
RCEGP002544,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,2098.33,Residential,50000,BTUs/hr,,Wood Burning Stove,,04/25/2014 12:00:00 AM,,,,
RCEGP002545,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,30195,Residential,6,ton,,Geothermal,2.81259,06/17/2014 12:00:00 AM,,,,
RCEGP002546,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,9704,64000,Residential,9.41,kW,,Solar PV,5.58954,09-08-2009 00:00,,,,
RCEGP002547,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5160,46956,Residential,10.32,kW,,Solar PV,6.13008,01/17/2012 12:00:00 AM,,,,
RCEGP002548,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,48990,Residential,16.32,kW,,Solar PV,9.69408,09/23/2014 12:00:00 AM,,,,
RCEGP002549,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,15550,Residential,54,sqft,,Solar Hot Water,1.44342,11/13/2013 12:00:00 AM,,,,
RCEGP002550,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4200,44039.78,Residential,8.4,kW,,Solar PV,4.9896,03-11-2011 00:00,,,,
RCEGP002551,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,31104,Residential,8.64,kW,,Solar PV,5.13216,11/28/2012 12:00:00 AM,,,,
RCEGP002552,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,11700,Residential,50,sqft,,Solar Hot Water,1.3365,03/19/2010 12:00:00 AM,,,,
RCEGP002553,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3700,41519,Residential,7.4,kW,,Solar PV,4.3956,07-12-2011 00:00,,,,
RCEGP002554,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4515,72059.4,Residential,9.03,kW,,Solar PV,5.36382,10/14/2011 12:00:00 AM,,,,
RCEGP002555,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,32221,Residential,4,kW,,Solar PV,2.376,12/23/2013 12:00:00 AM,,,,
RCEGP002556,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,12900,Residential,50,sqft,,Solar Hot Water,1.3365,11/15/2010 12:00:00 AM,,,,
RCEGP002557,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5500,36893.5,Residential,4.5,kW,,Solar PV,2.673,03/19/2010 12:00:00 AM,,,,
RCEGP002558,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3055,46313,Residential,6.11,kW,,Solar PV,3.62934,02/16/2012 12:00:00 AM,,,,
RCEGP002559,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,44104,Residential,7.4,kW,,Solar PV,4.3956,05/29/2012 12:00:00 AM,,,,
RCEGP002560,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3017.5,19937,Residential,4.32,kW,,Solar PV,2.56608,06/18/2010 12:00:00 AM,,,,
RCEGP002561,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5320,29500,Residential,4.32,kW,,Solar PV,2.56608,07/17/2009 12:00:00 AM,,,,
RCEGP002562,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,30034.55,Residential,5.634,kW,,Solar PV,3.346596,06-04-2013 00:00,,,,
RCEGP002563,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6650,102809,Residential,13.3,kW,,Solar PV,7.9002,02/16/2012 12:00:00 AM,,,,
RCEGP002564,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,38214,Residential,7.8,kW,,Solar PV,4.6332,10-04-2013 00:00,,,,
RCEGP002565,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,25096,Residential,3,ton,,Geothermal,1.406295,12-09-2014 00:00,,,,
RCEGP002566,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,47602,Residential,7,ton,,Geothermal,3.281355,03/28/2012 12:00:00 AM,,,,
RCEGP002567,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,6400,Residential,40,sqft,,Solar Hot Water,1.0692,01/19/2012 12:00:00 AM,,,,
RCEGP002568,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,2588.47,Residential,28600,BTUs/hr,,Wood Burning Stove,,05-06-2014 00:00,,,,
RCEGP002569,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2250,17694,Residential,1.8,kW,,Solar PV,1.0692,11-01-2010 00:00,,,,
RCEGP002570,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,9179,Residential,3,ton,,Geothermal,1.406295,01/17/2012 12:00:00 AM,,,,
RCEGP002571,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,32121,Residential,4,kW,,Solar PV,2.376,12/26/2013 12:00:00 AM,,,,
RCEGP002572,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,6950,Residential,5,ton,,Geothermal,2.343825,02/16/2012 12:00:00 AM,,,,
RCEGP002573,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,24839,Residential,4,ton,,Geothermal,1.87506,10/14/2011 12:00:00 AM,,,,
RCEGP002574,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,2451.86,Residential,40000,BTUs/hr,,Wood Burning Stove,,08/20/2014 12:00:00 AM,,,,
RCEGP002575,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,15800,Residential,54,sqft,,Solar Hot Water,1.44342,05/31/2011 12:00:00 AM,,,,
RCEGP002576,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,54520,Residential,13.63,kW,,Solar PV,8.09622,05-08-2012 00:00,,,,
RCEGP002577,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,20754.7,Residential,3,ton,,Geothermal,1.406295,04/25/2011 12:00:00 AM,,,,
RCEGP002578,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,28870,Residential,4,ton,,Geothermal,1.87506,03-11-2011 00:00,,,,
RCEGP002579,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,3925,Residential,5,ton,,Geothermal,2.343825,05/31/2011 12:00:00 AM,,,,
RCEGP002580,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,27950,Residential,5,ton,,Geothermal,2.343825,03-11-2011 00:00,,,,
RCEGP002581,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,21888,Residential,4.56,kW,,Solar PV,2.70864,04/16/2012 12:00:00 AM,,,,
RCEGP002582,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,9400,Residential,50,sqft,,Solar Hot Water,1.3365,04/16/2012 12:00:00 AM,,,,
RCEGP002583,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,46360,Residential,9.66,kW,,Solar PV,5.73804,01/14/2013 12:00:00 AM,,,,
RCEGP002584,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,32487,Residential,6.37,kW,,Solar PV,3.78378,05/20/2013 12:00:00 AM,,,,
RCEGP002585,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,11700,Residential,50,sqft,,Solar Hot Water,1.3365,05-07-2010 00:00,,,,
RCEGP002586,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,26928,Residential,5.28,kW,,Solar PV,3.13632,04/29/2013 12:00:00 AM,,,,
RCEGP002587,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,20421,Residential,2,kW,,Solar PV,1.188,04/26/2012 12:00:00 AM,,,,
RCEGP002588,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,1939.07,Residential,49880,BTUs/hr,,Wood Burning Stove,,11/24/2014 12:00:00 AM,,,,
RCEGP002589,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,11900,Residential,50,sqft,,Solar Hot Water,1.3365,10-01-2010 00:00,,,,
RCEGP002590,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,29200,Residential,5,ton,,Geothermal,2.343825,05/31/2013 12:00:00 AM,,,,
RCEGP002591,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,9725,74655,Residential,9.45,kW,,Solar PV,5.6133,07/17/2009 12:00:00 AM,,,,
RCEGP002592,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,53040,Residential,15,kW,,Solar PV,8.91,03/17/2014 12:00:00 AM,,,,
RCEGP002593,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,67250,Residential,12,kW,,Solar PV,7.128,01/14/2013 12:00:00 AM,,,,
RCEGP002594,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,34200,Residential,4,ton,,Geothermal,1.87506,01/17/2012 12:00:00 AM,,,,
RCEGP002595,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4830,70786,Residential,9.66,kW,,Solar PV,5.73804,10/14/2011 12:00:00 AM,,,,
RCEGP002596,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,87858,Residential,20,kW,,Solar PV,11.88,05/31/2011 12:00:00 AM,,,,
RCEGP002597,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2530,30360,Residential,5.06,kW,,Solar PV,3.00564,11-02-2011 00:00,,,,
RCEGP002598,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4440,42624,Residential,8.88,kW,,Solar PV,5.27472,01/17/2012 12:00:00 AM,,,,
RCEGP002599,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,14000,Residential,1.38,kW,,Solar PV,0.81972,08/14/2012 12:00:00 AM,,,,
RCEGP002600,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,29988,Residential,5.88,kW,,Solar PV,3.49272,06-04-2013 00:00,,,,
RCEGP002601,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2550,14700,Residential,2.1,kW,,Solar PV,1.2474,11/15/2010 12:00:00 AM,,,,
RCEGP002602,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2835,45246.6,Residential,5.67,kW,,Solar PV,3.36798,08-03-2011 00:00,,,,
RCEGP002603,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,42000,Residential,4,ton,,Geothermal,1.87506,06/16/2011 12:00:00 AM,,,,
RCEGP002604,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3840,32000,Residential,4.68,kW,,Solar PV,2.77992,12/15/2010 12:00:00 AM,,,,
RCEGP002605,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6780,61335,Residential,11.04,kW,,Solar PV,6.55776,11/15/2010 12:00:00 AM,,,,
RCEGP002606,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5200,35136.5,Residential,4.2,kW,,Solar PV,2.4948,07/17/2009 12:00:00 AM,,,,
RCEGP002607,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,7265,Residential,1.71,kW,,Solar PV,1.01574,06/25/2012 12:00:00 AM,,,,
RCEGP002608,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,775,7390,Residential,1.55,kW,,Solar PV,0.9207,07-07-2011 00:00,,,,
RCEGP002609,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2702.5,25678,Residential,5.405,kW,,Solar PV,3.21057,03-05-2012 00:00,,,,
RCEGP002610,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2444.7,8149,Residential,50,sqft,,Solar Hot Water,1.3365,01/19/2010 12:00:00 AM,,,,
RCEGP002611,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,16988,Residential,3.12,kW,,Solar PV,1.85328,10/28/2013 12:00:00 AM,,,,
